"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
3139340,60,"RL",11557,"Inside","1Fam","2Story",6,6,1962,1962,"Hip","Gd","TA","CBlock","TA","TA","No","ALQ",399,"Y",1002,706,0,1767,1,2,3,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",2,547,"TA","TA",0,6,2007,"Normal",203042
3149988,20,"RL",13345,"Inside","1Fam","1Story",6,8,1950,1996,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",1201,0,0,1205,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Unf",1,292,"TA","TA",0,8,2009,"Family",186948
3171284,60,"RL",15946,"Inside","1Fam","2Story",8,5,1998,1989,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",292,"Y",1218,1255,0,2392,2,1,4,1,"Gd",9,"Typ",1,"TA","Other","Fin",2,711,"TA","TA",0,5,2007,"Normal",312043
3181932,20,"RL",13045,"Corner","1Fam","1Story",7,5,2001,1997,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1495,0,0,1524,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",3,884,"TA","TA",0,1,2006,"Normal",167655
3213876,20,"RL",10568,"Inside","1Fam","1Story",8,5,2004,1997,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",1444,"Y",2047,0,0,2019,2,0,3,1,"Gd",8,"Typ",0,NA,"Attchd","Fin",3,919,"TA","TA",0,7,2007,"Normal",299767
3267116,60,"RL",7751,"Inside","1Fam","2Story",6,5,1993,1993,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",524,"Y",728,812,0,1453,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,432,"TA","TA",0,5,2005,"Normal",176338
3288412,190,"RM",8129,"Inside","Duplex","1.5Sto",5,7,1939,1946,"Gable","TA","TA","CBlock","Gd","TA","Mn","LwQ",503,"Y",761,314,0,1103,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,400,"TA","TA",0,5,2005,"Normal",119353
3384244,60,"RL",12307,"Inside","1Fam","2Story",8,5,1997,1997,"Gable","Gd","TA","PConc","Ex","TA","Av","GLQ",996,"Y",1170,1285,0,2548,2,1,4,1,"Gd",10,"Typ",1,"Gd","Other","Fin",3,841,"TA","TA",0,6,2007,"Normal",439485
3426836,45,"RM",5137,"Inside","1Fam","1.5Sto",5,6,1941,1947,"Gable","TA","TA","CBlock","TA","TA","Av","BLQ",120,"N",807,0,0,763,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,363,"TA","TA",0,12,2007,"Normal",76245
3437484,120,"RL",11255,"CulDSac","TwnhsE","1Story",8,5,1986,1986,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",1628,"Y",1723,0,0,1635,1,1,1,1,"Gd",6,"Typ",2,"Gd","Attchd","Fin",2,478,"TA","TA",0,5,2007,"Normal",267948
3469428,70,"RM",6136,"Corner","1Fam","2Story",5,5,1920,1949,"Gable","TA","TA","PConc","TA","TA","Mn","Unf",0,"N",598,584,0,1193,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",1,193,"Fa","Fa",0,7,2009,"Normal",62406
3533316,190,"RL",159162,"Corner","Duplex","1.5Sto",5,6,1964,1964,"Gable","TA","TA","CBlock","TA","TA","Gd","ALQ",1205,"Y",1643,172,0,1779,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd","Fin",2,547,"TA","TA",0,8,2007,"Normal",268297
3565260,20,"RL",13884,"Corner","1Fam","1Story",7,7,1984,1996,"Gable","Gd","TA","CBlock","Gd","TA","Mn","ALQ",217,"Y",1572,0,0,1622,2,0,3,1,"Gd",8,"Typ",0,NA,"Attchd","RFn",2,430,"TA","TA",0,5,2005,"Normal",242953
3586556,60,"RL",14024,"Inside","1Fam","2Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1021,898,0,1980,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd","Fin",2,429,"TA","TA",0,4,2010,"Normal",233936
3597204,20,"RH",8368,"Inside","1Fam","1Story",4,4,1944,1944,"Gable","Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Y",820,0,0,841,1,0,2,1,"TA",4,"Typ",0,NA,"Other","Unf",1,285,"TA","TA",0,9,2008,"Normal",79809
3607852,90,"RL",8355,"Inside","Duplex","1Story",3,4,1949,1944,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1068,0,0,1051,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,413,"TA","TA",0,5,2005,"Normal",70680
3618500,120,"RL",8580,"Inside","TwnhsE","1Story",9,5,2002,2002,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",27,"Y",1740,0,0,1620,2,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd","RFn",2,590,"TA","TA",0,7,2007,"Normal",255345
3639796,50,"RL",6565,"Inside","1Fam","1.5Sto",6,5,1939,1941,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",953,577,0,1537,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd","Unf",1,305,"TA","TA",0,10,2006,"Normal",115656
3671740,160,"RL",2329,"Inside","Twnhs","2Story",7,5,2003,1994,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",558,"Y",801,832,0,1628,2,1,2,1,"Gd",6,"Typ",0,NA,"Other","RFn",2,460,"TA","TA",0,10,2007,"Normal",115555
3703684,120,"RL",5411,"Inside","1Fam","1Story",7,5,1978,1978,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",1128,"Y",1477,0,0,1500,1,1,2,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,423,"TA","TA",0,12,2005,"Abnorml",212783
3714332,50,"RL",9169,"Inside","1Fam","1.5Sto",5,6,1941,1940,"Gable","TA","TA","CBlock","TA","Fa","Mn","LwQ",227,"N",604,485,0,1072,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,200,"TA","Fa",0,3,2007,"Normal",96241
3767572,120,"RM",4079,"Inside","TwnhsE","1Story",5,5,1967,1967,"Gable","TA","TA","PConc","Gd","TA","No","ALQ",879,"Y",1141,0,0,1102,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","Fin",2,509,"TA","TA",0,8,2007,"Normal",113488
3778220,80,"RL",6622,"Inside","1Fam","2.5Sto",5,4,1952,1952,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",293,"Y",1411,0,0,1296,1,0,3,1,"Gd",6,"Min",0,NA,"Other","Unf",1,280,"TA","TA",0,7,2006,"Abnorml",131077
3810164,50,"RL",9066,"Inside","1Fam","1.5Sto",5,5,1940,1975,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",392,"Y",943,537,0,1489,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd","Unf",1,241,"TA","TA",0,7,2008,"Normal",111764
3820812,85,"RL",7393,"Corner","1Fam","2.5Sto",7,5,1995,1995,"Gable","Gd","TA","BrkTil",NA,NA,NA,NA,0,"Y",504,1400,0,1900,3,0,4,1,"Gd",7,"Typ",1,"Ex","Other","RFn",2,693,"TA","TA",0,7,2008,"Normal",196940
3884700,20,"RL",7522,"Inside","1Fam","1Story",5,6,1948,1948,"Gable","TA","TA","PConc","TA","TA","No","LwQ",536,"Y",1223,0,0,1304,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,251,"TA","TA",0,3,2009,"Normal",103064
3895348,20,"RL",10170,"Corner","1Fam","1Story",5,7,1959,2002,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",68,"Y",1339,0,0,1237,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Fin",2,601,"TA","TA",0,3,2009,"Normal",145885
3916644,50,"RL",16651,"Inside","1Fam","1.5Sto",4,4,1958,1958,"Gable","TA","TA","CBlock",NA,NA,NA,NA,0,"Y",1099,466,0,1538,2,0,4,1,"TA",7,"Min",1,"Gd","Detchd","Fin",2,682,"TA","TA",0,7,2007,"Normal",131973
3927292,120,"RL",7237,"Inside","TwnhsE","1Story",6,5,1983,1983,"Gable","TA","TA","CBlock","Gd","TA","No","ALQ",614,"Y",730,0,0,750,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",1,254,"TA","TA",0,2,2010,"Normal",148043
3969884,85,"RL",9259,"CulDSac","1Fam","2.5Sto",5,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",305,"Y",957,0,0,910,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,549,"TA","TA",0,7,2006,"Normal",115130
3980532,60,"FV",11603,"Corner","1Fam","2Story",8,5,2004,1995,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1646,873,0,2517,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,610,"TA","TA",0,12,2007,"Normal",334779
4012476,50,"RL",4916,"Inside","1Fam","1.5Sto",5,6,1924,1945,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",216,"Y",1056,645,0,1662,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,297,"TA","TA",0,5,2010,"Normal",122490
4033772,60,"RL",9019,"Inside","1Fam","2Story",7,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",976,843,0,1811,2,1,3,1,"Gd",8,"Typ",0,NA,"Attchd","RFn",2,608,"TA","TA",0,4,2007,"Normal",226102
4055068,60,"RL",55742,"Corner","1Fam","2Story",6,5,1983,1983,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",973,"Y",1128,910,0,1945,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd","Fin",2,490,"TA","TA",0,6,2006,"Normal",291793
4076364,50,"RL",8100,"FR2","1Fam","1.5Sto",5,3,1910,1990,"Hip","TA","Fa","PConc","TA","TA","No","Unf",0,"Y",659,527,0,1166,1,0,5,1,"TA",8,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2006,"Abnorml",84214
4087012,80,"RL",7061,"Inside","1Fam","2.5Sto",6,6,1967,1967,"Hip","TA","TA","CBlock","TA","TA","Av","ALQ",631,"Y",1180,0,0,1144,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd","Unf",1,339,"TA","TA",0,10,2009,"Abnorml",147157
4108308,60,"RL",12554,"Inside","1Fam","2Story",10,5,2007,2004,"Gable","Ex","TA","PConc","Ex","TA","Av","GLQ",1242,"Y",1776,617,0,2269,2,1,3,1,"Ex",9,"Typ",1,"Ex","Other","Fin",3,876,"TA","TA",0,8,2008,"Abnorml",348730
4161548,50,"RL",10391,"Inside","1Fam","1.5Sto",5,6,1940,1941,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",755,312,0,1056,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,248,"TA","TA",0,7,2006,"Normal",88080
4172196,20,"RL",9387,"Inside","1Fam","1Story",5,6,1946,1946,"Gable","TA","TA","CBlock","TA","TA","Av","BLQ",767,"Y",1196,0,0,1191,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,619,"TA","TA",0,6,2010,"Normal",97668
4236084,20,"RL",9142,"Inside","1Fam","1Story",7,5,1995,1995,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Y",1362,0,0,1325,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","Fin",2,399,"TA","TA",0,7,2006,"Abnorml",169963
4257380,60,"RL",12086,"Corner","1Fam","2Story",8,5,1996,1996,"Hip","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1210,1047,0,2292,2,1,4,1,"Gd",10,"Typ",1,"TA","Other","Fin",2,421,"TA","TA",0,7,2005,"Abnorml",237777
4268028,60,"RL",10340,"Inside","1Fam","2Story",6,5,1995,1993,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",844,771,0,1533,2,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin",2,373,"TA","TA",0,5,2006,"Normal",201291
4299972,70,"RL",15699,"Inside","1Fam","2Story",6,7,1915,1969,"Gable","TA","TA","BrkTil","Gd","TA","No","Unf",0,"Y",859,877,0,1711,2,0,4,1,"TA",8,"Typ",0,NA,"Attchd","Unf",1,293,"TA","TA",0,3,2008,"Normal",171768
4321268,60,"FV",11211,"Inside","1Fam","2Story",8,5,2007,2000,"Gable","Gd","TA","PConc","Ex","TA","No","GLQ",760,"Y",1087,984,0,2022,2,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,843,"TA","TA",0,4,2008,"Abnorml",379912
4363860,30,"RM",9234,"Inside","1Fam","1Story",5,6,1927,1940,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1077,0,0,1012,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",2,363,"TA","TA",0,3,2009,"Normal",139944
4395804,60,"RL",7549,"Inside","1Fam","2Story",6,7,1968,1968,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",199,"Y",698,762,0,1358,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,422,"TA","TA",0,3,2006,"Normal",126318
4449044,20,"RL",16466,"FR2","1Fam","1Story",6,7,1977,1990,"Gable","Gd","TA","CBlock","Gd","TA","No","ALQ",1187,"Y",1597,0,0,1632,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,504,"TA","TA",0,6,2008,"Normal",235509
4459692,20,"RL",21943,"Inside","1Fam","1Story",5,5,1948,1948,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1005,0,0,1031,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","RFn",2,500,"TA","TA",0,2,2007,"Normal",136184
4491636,60,"RM",3506,"Inside","1Fam","2Story",7,8,1946,1988,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",689,687,0,1433,1,1,3,1,"TA",6,"Typ",2,"Gd","Detchd","Unf",1,235,"TA","TA",0,9,2008,"Normal",163703
4523580,20,"RL",6779,"Inside","1Fam","1Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",641,"Y",1218,0,0,1233,2,0,2,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,657,"TA","TA",0,9,2007,"Abnorml",158008
4566172,160,"RM",1872,"Inside","TwnhsE","2Story",5,5,1969,1969,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",468,"Y",798,583,0,1328,1,1,2,1,"TA",6,"Min",0,NA,"Detchd","Unf",2,424,"TA","TA",0,8,2006,"Normal",111050
4576820,60,"RL",10956,"Corner","1Fam","2Story",6,5,1997,1997,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",899,677,0,1625,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,471,"TA","TA",0,7,2007,"Normal",157951
4587468,180,"RM",1954,"Inside","Twnhs","2.5Sto",4,7,1964,1964,"Gable","TA","Gd","CBlock","Gd","TA","Av","ALQ",504,"Y",661,0,0,643,1,0,1,1,"TA",3,"Typ",0,NA,NA,NA,0,0,NA,NA,0,6,2008,"Normal",95625
4608764,50,"RM",4200,"Inside","1Fam","1.5Sto",6,8,1920,1941,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",744,367,0,1083,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,420,"TA","TA",0,10,2005,"Normal",138559
4672652,50,"RM",6417,"Inside","1Fam","1.5Sto",5,7,1930,1987,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",1115,433,0,1526,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,376,"TA","TA",0,6,2008,"Normal",187972
4693948,60,"RL",9135,"Inside","1Fam","2Story",7,5,1994,1990,"Gable","Gd","Gd","PConc","Gd","TA","No","GLQ",642,"Y",944,976,0,1816,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd","Unf",2,469,"TA","TA",0,7,2008,"Normal",167379
4715244,20,"RL",16118,"Corner","1Fam","1Story",6,6,1966,1998,"Gable","Gd","TA","CBlock","TA","TA","No","ALQ",246,"Y",1939,0,0,1925,2,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd","Fin",2,586,"TA","TA",0,6,2009,"Normal",177706
4768484,20,"RL",73373,"Inside","1Fam","1Story",7,5,1965,1965,"Gable","TA","TA","CBlock","Gd","TA","Gd","ALQ",650,"Y",1601,0,0,1500,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","Unf",2,596,"TA","TA",0,12,2006,"Normal",255502
4811076,20,"RL",9540,"Inside","1Fam","1Story",7,6,1966,1966,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",911,"Y",1261,0,0,1278,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",2,529,"TA","TA",0,9,2007,"Normal",205024
4821724,70,"RM",4455,"Inside","1Fam","2Story",5,5,1916,1944,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"N",608,695,0,1300,1,0,4,1,"TA",7,"Typ",0,NA,"Detchd","Unf",3,515,"Fa","Fa",0,5,2007,"Abnorml",114233
4843020,70,"RM",5266,"Inside","1Fam","2Story",8,7,1925,1991,"Hip","TA","Gd","PConc","TA","TA","No","Unf",0,"Y",819,874,0,1633,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Unf",1,223,"TA","TA",0,6,2007,"Normal",188986
4864316,60,"FV",8235,"Inside","1Fam","2Story",8,5,2000,2000,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",566,"Y",826,1102,0,2020,2,1,3,1,"TA",8,"Typ",0,NA,"Other","Fin",2,568,"TA","TA",0,12,2009,"Abnorml",310548
4874964,70,"RL",7076,"Inside","1Fam","2Story",7,9,1936,1998,"Gable","Gd","Gd","PConc","Gd","Gd","No","ALQ",340,"Y",596,585,0,1181,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd","RFn",2,594,"TA","TA",0,4,2009,"Normal",160706
4885612,20,"RL",8159,"Inside","1Fam","1Story",5,5,1955,1955,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",541,"Y",882,0,0,864,1,0,3,1,"TA",5,"Typ",1,"Po","Detchd","Unf",1,364,"TA","TA",0,12,2009,"Normal",53547
4906908,20,"RL",8546,"Inside","1Fam","1Story",5,5,1969,1969,"Gable","TA","TA","CBlock","Gd","TA","No","LwQ",608,"Y",996,0,0,997,2,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,8,2009,"Normal",149819
4949500,20,"RL",10921,"Inside","1Fam","1Story",8,5,1997,1997,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1602,0,0,1686,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,866,"TA","TA",0,5,2007,"Normal",241123
5002740,20,"RL",14461,"Inside","1Fam","1Story",8,5,2006,2005,"Gable","Gd","TA","PConc","Ex","TA","Gd","GLQ",1337,"Y",1987,0,0,1905,2,0,2,1,"Gd",7,"Typ",1,"Ex","Attchd","RFn",3,951,"TA","TA",0,7,2006,"Abnorml",401502
5013388,120,"RL",5321,"Inside","TwnhsE","1Story",8,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",1155,"Y",1627,0,0,1581,2,0,2,1,"Ex",6,"Typ",0,NA,"Attchd","RFn",2,507,"TA","TA",0,8,2007,"Normal",288483
5045332,60,"RL",13912,"Inside","1Fam","2Story",9,5,2002,2002,"Hip","Ex","TA","PConc","Gd","TA","Av","Unf",0,"Y",1994,577,0,2742,2,1,3,1,"Ex",9,"Typ",1,"Gd","Other","Fin",3,674,"TA","TA",0,3,2007,"Normal",402588
5055980,20,"RL",10558,"Inside","1Fam","1Story",8,5,2007,1999,"Hip","Gd","TA","PConc","Ex","TA","Gd","GLQ",1335,"Y",1793,0,0,1662,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,833,"TA","TA",0,9,2009,"Normal",336514
5077276,20,"RL",15748,"FR2","1Fam","1Story",9,5,2004,1995,"Hip","Gd","TA","PConc","Ex","TA","Gd","GLQ",1317,"Y",1902,0,0,1795,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd","Fin",3,770,"TA","TA",0,3,2005,"Normal",325795
5087924,20,"RL",11716,"Inside","1Fam","1Story",9,5,2003,1998,"Hip","Gd","TA","PConc","Ex","TA","Gd","GLQ",1529,"Y",1811,0,0,1715,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd","Fin",3,831,"TA","TA",0,8,2006,"Normal",324430
5109220,120,"RM",4367,"FR2","Twnhs","1Story",6,5,1991,1991,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",908,"Y",1171,0,0,1243,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",2,401,"TA","TA",0,5,2006,"Normal",167718
5183756,160,"RM",2662,"Inside","TwnhsE","2Story",5,6,1971,1971,"Gable","TA","TA","PConc","Gd","TA","Mn","Unf",0,"Y",602,653,0,1299,1,1,3,1,"TA",4,"Typ",1,"Gd","Other","Fin",1,343,"TA","TA",0,6,2008,"Normal",105360
5236996,30,"C",8155,"Inside","1Fam","1Story",4,5,1920,1945,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",512,"N",740,0,0,711,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,11,2008,"Abnorml",31291
5258292,50,"RL",8797,"Inside","1Fam","1.5Sto",7,6,1925,1947,"Gable","TA","Gd","PConc","TA","TA","No","LwQ",339,"Y",1149,707,0,1766,2,0,4,1,"TA",8,"Typ",0,NA,"Detchd","Unf",1,232,"TA","TA",0,6,2008,"Normal",223235
5300884,60,"FV",9986,"Inside","1Fam","2Story",7,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",398,"Y",839,876,0,1732,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,629,"TA","TA",0,2,2007,"Normal",232031
5322180,20,"RL",15112,"Inside","1Fam","1Story",7,8,1959,1994,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",1290,"Y",1737,0,0,1717,2,0,1,1,"TA",6,"Typ",2,"TA","Attchd","Fin",2,484,"TA","TA",0,3,2010,"Normal",345404
5407364,120,"RL",6830,"Inside","TwnhsE","1Story",7,5,2005,2003,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1303,0,0,1389,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,455,"TA","TA",0,3,2006,"Abnorml",189012
5460604,80,"RL",10965,"Corner","1Fam","2.5Sto",6,6,1963,1963,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1420,776,0,2080,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,564,"TA","TA",0,8,2009,"Abnorml",190178
5492548,70,"RL",11378,"Inside","1Fam","2Story",7,9,1926,2000,"Hip","Gd","TA","BrkTil","Gd","TA","No","Unf",0,"Y",1243,784,0,1987,1,1,3,1,"Gd",9,"Typ",2,"Gd","Detchd","Unf",1,279,"TA","TA",0,6,2008,"Normal",273100
5524492,50,"RM",5082,"Corner","1Fam","1.5Sto",6,7,1947,1941,"Gable","TA","Gd","CBlock","TA","TA","No","ALQ",410,"Y",975,643,0,1653,2,0,3,1,"TA",7,"Typ",2,"Gd","Detchd","Unf",2,420,"TA","TA",0,10,2005,"Normal",128168
5535140,60,"RL",40281,"Inside","1Fam","2Story",10,5,2007,2002,"Hip","Ex","TA","PConc","Ex","TA","Gd","GLQ",2211,"Y",3258,1532,0,4826,3,1,3,1,"Ex",11,"Typ",1,"Gd","Other","Fin",3,901,"TA","TA",0,10,2006,"Abnorml",140603
5545788,60,"RL",12271,"Inside","1Fam","2Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",710,"Y",1349,1019,0,2451,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",3,872,"TA","TA",0,8,2007,"Normal",331173
5556436,20,"FV",7663,"Inside","1Fam","1Story",7,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1283,0,0,1246,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Unf",2,459,"TA","TA",0,4,2006,"Normal",140953
5577732,60,"RL",15686,"Inside","1Fam","2Story",9,5,2007,2007,"Hip","Ex","TA","PConc","Ex","TA","Av","GLQ",1298,"Y",1546,1242,0,2577,2,1,3,1,"Ex",11,"Typ",1,"Gd","Attchd","Fin",3,845,"TA","TA",0,11,2008,"Abnorml",424455
5694860,20,"RL",11661,"Inside","1Fam","1Story",5,5,1959,1959,"Hip","TA","TA","CBlock","TA","TA","No","BLQ",652,"Y",1211,0,0,1138,1,1,3,1,"TA",7,"Typ",1,"Fa","Attchd","Unf",1,340,"TA","TA",0,7,2006,"Normal",177393
5726804,60,"RL",10742,"FR2","1Fam","2Story",8,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1016,1300,0,2265,2,1,4,1,"Gd",8,"Typ",1,"TA","Other","Fin",3,628,"TA","TA",0,6,2006,"Normal",281718
5769396,50,"RL",14236,"Corner","1Fam","1.5Sto",7,5,1986,1986,"Gable","Gd","Gd","PConc","Gd","Gd","No","GLQ",956,"Y",1330,844,0,2132,2,1,4,1,"Gd",9,"Typ",0,NA,"Attchd","Unf",3,812,"TA","TA",0,2,2005,"Normal",172221
5780044,50,"RL",8898,"Inside","1Fam","1.5Sto",6,7,1923,1942,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",303,"Y",927,706,0,1606,1,1,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",2,428,"TA","TA",0,5,2006,"Normal",207613
5843932,20,"RL",11349,"Inside","1Fam","1Story",8,5,2005,2005,"Gable","Gd","TA","PConc","Ex","TA","Av","Unf",0,"Y",1773,0,0,1780,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",3,918,"TA","TA",0,7,2009,"Normal",239459
5886524,20,"RL",14744,"Inside","1Fam","1Story",5,5,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",856,"Y",1083,0,0,1119,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Fin",1,300,"TA","TA",0,5,2006,"Normal",158771
5897172,50,"C",11583,"Inside","1Fam","1.5Sto",4,6,1920,1947,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",621,"Y",856,428,0,1292,1,1,3,1,"TA",7,"Typ",0,NA,"Other","Unf",1,573,"TA","TA",0,9,2005,"Normal",106251
5918468,120,"RL",3261,"Inside","TwnhsE","1Story",7,5,2003,2001,"Gable","Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Y",1493,0,0,1502,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,427,"TA","TA",0,10,2005,"Normal",273276
5929116,20,"RL",10970,"Inside","1Fam","1Story",5,6,1957,1994,"Hip","TA","TA","CBlock","Gd","TA","No","ALQ",1329,"Y",1382,0,0,1388,1,1,3,1,"TA",5,"Mod",1,"Gd","Detchd","Unf",2,501,"TA","TA",0,5,2010,"Normal",124369
